Last Name	First and Middle Name	Departments	Faculty	ORCID
Khalil	Nadim	Paediatrics	Schulich School of Medicine & Dentistry	
Kilgar	Jennifer L	Paediatrics	Schulich School of Medicine & Dentistry	
Kirpalani	Arjun Amrit	Paediatrics	Schulich School of Medicine & Dentistry	
Kwan	Charisse Win-Yan	Paediatrics	Schulich School of Medicine & Dentistry	0000-0002-2930-9816
Lalitha	Renjini	Paediatrics	Schulich School of Medicine & Dentistry	0000-0001-7745-1529
Lam	Justin	Paediatrics	Schulich School of Medicine & Dentistry	
Legas	Selamenesh Tsige	Paediatrics	Schulich School of Medicine & Dentistry	
Levin	Helen Marga Emma	Paediatrics	Schulich School of Medicine & Dentistry	
Liem	Joel J	Paediatrics	Schulich School of Medicine & Dentistry	
Lim	Janys Joy	Paediatrics	Schulich School of Medicine & Dentistry	
Lim	Rodrick	Paediatrics	Schulich School of Medicine & Dentistry	0000-0002-7157-4963
Lopez	Alison Ashwini	Paediatrics	Schulich School of Medicine & Dentistry	
Loubani	Eman Mahmoud	Paediatrics	Schulich School of Medicine & Dentistry	
Lu	Elise Peterson	Paediatrics	Schulich School of Medicine & Dentistry	0009-0000-8998-9895
Lynch	Tim	Paediatrics	Schulich School of Medicine & Dentistry	
Macias Sepulveda	Mariano	Paediatrics	Schulich School of Medicine & Dentistry	
Mackin	Robin	Paediatrics	Schulich School of Medicine & Dentistry	0009-0005-0061-0022
Mansukhani	Gitanjali Parso	Paediatrics	Schulich School of Medicine & Dentistry	0000-0002-0720-0406
Mantulak	Andrew	Paediatrics	Schulich School of Medicine & Dentistry	
McClean	Marisha	Paediatrics	Schulich School of Medicine & Dentistry	0000-0003-2730-8155
McLean	Jennifer L.	Paediatrics	Schulich School of Medicine & Dentistry	
McMurtry	C Meghan	Paediatrics	Schulich School of Medicine & Dentistry	
Mehrotra	Shruti	Paediatrics	Schulich School of Medicine & Dentistry	
Milenkovic	Jovana	Paediatrics	Schulich School of Medicine & Dentistry	
Miller	Michael R.	Paediatrics	Schulich School of Medicine & Dentistry	0000-0002-8891-9032
Misir	Amita Tanya Raha	Paediatrics	Schulich School of Medicine & Dentistry	
Mitchell	Clare Elizabeth	"Paediatrics, Psychiatry"	Schulich School of Medicine & Dentistry	
Mohammed	Javed Ayoub	Paediatrics	Schulich School of Medicine & Dentistry	
Moresco	Angelica	Paediatrics	Schulich School of Medicine & Dentistry	0000-0002-8827-6196
Mullowney	Tara Lynn	Paediatrics	Schulich School of Medicine & Dentistry	
Nasr	Enas	Paediatrics	Schulich School of Medicine & Dentistry	
Nicolson	Robert	"Paediatrics, Psychiatry"	Schulich School of Medicine & Dentistry	
Norozi	Kambiz	Paediatrics	Schulich School of Medicine & Dentistry	0000-0001-8806-6183
Ogilvie	Jacqueline	Paediatrics	Schulich School of Medicine & Dentistry	0000-0001-7198-7410
Ojha	Rahul	Paediatrics	Schulich School of Medicine & Dentistry	0000-0003-3487-0461
Pabedinskas	Kristina Loreta	Paediatrics	Schulich School of Medicine & Dentistry	
Pang	Renee	Paediatrics	Schulich School of Medicine & Dentistry	
Park	Jonathan Taesung	Paediatrics	Schulich School of Medicine & Dentistry	0000-0001-6093-5500
Patel	Serina	Paediatrics	Schulich School of Medicine & Dentistry	0000-0002-2986-6823
Pilon	Sarah	Paediatrics	Schulich School of Medicine & Dentistry	
Prasad	Chitra	Paediatrics	Schulich School of Medicine & Dentistry	0000-0001-6007-7251
Price	April Katherine	Paediatrics	Schulich School of Medicine & Dentistry	0000-0001-7994-8715
Rieder	Michael J.	"Paediatrics, Physiology and Pharmacology, Robarts - Molecular Medicine"	Schulich School of Medicine & Dentistry	0000-0003-3079-2873
Roukema	Henry William	Paediatrics	Schulich School of Medicine & Dentistry	0000-0001-5932-8121
Saleh	Maha	Paediatrics	Schulich School of Medicine & Dentistry	0000-0003-0371-8539
Sangha	Gurinder	Paediatrics	Schulich School of Medicine & Dentistry	0009-0008-3629-6065
Schmidt	Melanie Lissa	Paediatrics	Schulich School of Medicine & Dentistry	
Seelisch	Jennifer Lynn	Paediatrics	Schulich School of Medicine & Dentistry	0000-0002-2187-0051
Seesahai	Judy	Paediatrics	Schulich School of Medicine & Dentistry	0000-0003-0187-5151
Sethna	Mia	Paediatrics	Schulich School of Medicine & Dentistry	
Singh	Ram Nivas	Paediatrics	Schulich School of Medicine & Dentistry	
Siu	Victoria Wenwai Mok	Paediatrics	Schulich School of Medicine & Dentistry	0000-0003-0151-8111
Spinelli	Egidio	Paediatrics	Schulich School of Medicine & Dentistry	0000-0002-8955-4426
St Laurent	Aaron	Paediatrics	Schulich School of Medicine & Dentistry	0000-0003-0099-0502
Stein	Robert	Paediatrics	Schulich School of Medicine & Dentistry	0009-0009-7294-2818
Taheri	Sepideh	Paediatrics	Schulich School of Medicine & Dentistry	0000-0003-3412-2164
Tole	Soumitra Shripad	Paediatrics	Schulich School of Medicine & Dentistry	0000-0001-5804-3116
Urquhart	Brad Lyle	"Paediatrics, Physiology and Pharmacology"	Schulich School of Medicine & Dentistry	0000-0001-8324-1472
van Mil	Spencer	Paediatrics	Schulich School of Medicine & Dentistry	
VanHooren	Tamara Angela	Paediatrics	Schulich School of Medicine & Dentistry	
Venkateswaran	Sunita	Paediatrics	Schulich School of Medicine & Dentistry	0000-0002-7000-6710
Vora	Tushar Shailesh	Paediatrics	Schulich School of Medicine & Dentistry	
Walker	Cyril Robin	Paediatrics	Schulich School of Medicine & Dentistry	
Ward	Leanne Marie	Paediatrics	Schulich School of Medicine & Dentistry	
Wilejto	Marta	Paediatrics	Schulich School of Medicine & Dentistry	
Williams	Robin Lynn	Paediatrics	Schulich School of Medicine & Dentistry	
Ybarra	Marina	Paediatrics	Schulich School of Medicine & Dentistry	0000-0001-7697-2218
Yorke	Elisabeth	Paediatrics	Schulich School of Medicine & Dentistry	0000-0001-7190-5673
Yuen	Doris	Paediatrics	Schulich School of Medicine & Dentistry	
Zelcer	Shayna	Paediatrics	Schulich School of Medicine & Dentistry	0000-0003-2825-1285
Zizzo	Andreanne	Paediatrics	Schulich School of Medicine & Dentistry	0000-0001-6350-2057
Zorzi	Alexandra	Paediatrics	Schulich School of Medicine & Dentistry	0000-0001-5635-8050
Al Mutawa	Fatimah	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0000-0002-3978-1823
Ang	Lee-Cyn	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0000-0003-0940-4995
Bhattacharjee	Rabindra	"Pathology and Lab Medicine, Surgery"	Schulich School of Medicine & Dentistry	0000-0002-0873-6106
Cigana Schenkel Magalhaes	Laila	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0000-0003-4939-6790
Delport	Johannes A	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	
Djordjevic	Bojana	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0000-0002-9718-3557
Driman	David K	"Pathology and Lab Medicine, Surgery"	Schulich School of Medicine & Dentistry	0009-0007-8532-2031
Feng	Biao	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	
Fuller	Jeffrey D	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0009-0009-8574-1150
Gabril	Manal	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0000-0002-4133-992X
Garcia	Bertha	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0000-0003-3490-7965
Goebel	Emily Anne	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	
Gomez-Lemus	Jose A	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	
Gupta	Ruchika	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	
Haig	Aaron Robert	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	
Howlett	Christopher Jon	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	
Jacques	Rebekah	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	
Joseph	Mariamma G	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	
Keller	Brian Andrew	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	
Khan	Zia Ali	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0000-0003-1682-5720
Kiser	Patti K	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0000-0003-0280-1007
Knauer	Michael	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0000-0002-2240-4730
Knoll	Joan Helen Mary	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0000-0001-6691-1710
Kum	Jina	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0000-0003-0549-0275
Lalonde	Emilie Rose	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0000-0002-8573-1966
Mohseni Meybodi	Anahita	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	
Mora	Maria Florencia	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	
Mortuza	Rokhsana	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	
Moussa-Sadek	Madeleine	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0000-0003-4786-6226
Newman	Stephanie	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0000-0003-2231-8012
Nichols	Matthew	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0009-0008-9251-2375
Parfitt	Jeremy Roderick	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	
Quinones-Mateu	Miguel Eduardo	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0000-0001-9170-5601
Sadikovic	Bekim	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0000-0001-6363-0016
Sangle	Nikhil	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0000-0003-1272-6143
Sharma	Anurag	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0000-0003-4341-9613
Shkrum	Michael J	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0000-0003-1124-0125
Shooshtari	Parisa	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0000-0003-2273-1034
Sidahmed	Abubaker	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0009-0004-6301-0529
Solh	Ziad	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0000-0002-1518-1831
Stevic	Ivan	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0000-0002-4066-216X
Tugaleva	Elena	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	
Van Deven	Teresa Lynn	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	
Walsh	Joanna C	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	
Wang	Luojun	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	
Zeman	Cady Erika	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0000-0002-1032-1284
Zhao	Liena	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	0000-0002-3158-1261
Zia	Shereen Qayyum	Pathology and Lab Medicine	Schulich School of Medicine & Dentistry	
Allison	David J.	Physical Medicine and Rehab	Schulich School of Medicine & Dentistry	
Bateman	Emma (Ali)	Physical Medicine and Rehab	Schulich School of Medicine & Dentistry	0000-0002-5069-3058
Ditor	David	Physical Medicine and Rehab	Schulich School of Medicine & Dentistry	
Fleet	Jamie	Physical Medicine and Rehab	Schulich School of Medicine & Dentistry	0000-0002-9468-0697
Loh	Eldon	Physical Medicine and Rehab	Schulich School of Medicine & Dentistry	0000-0001-5063-4827
Macaluso	Steven	Physical Medicine and Rehab	Schulich School of Medicine & Dentistry	0000-0003-3847-5987
MacKenzie	Heather Margaret	Physical Medicine and Rehab	Schulich School of Medicine & Dentistry	0000-0001-7939-6412
Mehta	Swati	Physical Medicine and Rehab	Schulich School of Medicine & Dentistry	0000-0002-5036-9055
Miller	Thomas A	Physical Medicine and Rehab	Schulich School of Medicine & Dentistry	
Payne	Micheal W C	Physical Medicine and Rehab	Schulich School of Medicine & Dentistry	
Reardon	Rachel Ann Miller	Physical Medicine and Rehab	Schulich School of Medicine & Dentistry	
Teasell	Robert William	Physical Medicine and Rehab	Schulich School of Medicine & Dentistry	0000-0002-2644-7957
Tran	John	Physical Medicine and Rehab	Schulich School of Medicine & Dentistry	
VanderEnde	Jordan	Physical Medicine and Rehab	Schulich School of Medicine & Dentistry	0000-0002-6463-7145
Viana	Ricardo	Physical Medicine and Rehab	Schulich School of Medicine & Dentistry	
Bai	Donglin	Physiology and Pharmacology	Schulich School of Medicine & Dentistry	0000-0003-1112-6947
Beier	Frank	Physiology and Pharmacology	Schulich School of Medicine & Dentistry	0000-0002-8505-7537
Bell	Christine	Physiology and Pharmacology	Schulich School of Medicine & Dentistry	0009-0006-8977-0790
Beye	Angela Michelle	Physiology and Pharmacology	Schulich School of Medicine & Dentistry	0009-0000-7629-6117
Bussey	Timothy	"Physiology and Pharmacology, Robarts - Molecular Medicine"	Schulich School of Medicine & Dentistry	0000-0001-7518-4041
Caetano Crowley	Fabiana Andrade	Physiology and Pharmacology	Schulich School of Medicine & Dentistry	0009-0001-9468-3361
Campbell	Nicole	Physiology and Pharmacology	Schulich School of Medicine & Dentistry	
Chidiac	Peter	Physiology and Pharmacology	Schulich School of Medicine & Dentistry	0000-0001-8365-6109
Cregan	Sean	"Physiology and Pharmacology, Robarts - Molecular Medicine"	Schulich School of Medicine & Dentistry	0009-0001-4794-803X
Day	Emily	Physiology and Pharmacology	Schulich School of Medicine & Dentistry	0000-0003-3245-5715
Dixon	S. Jeffrey	Physiology and Pharmacology	Schulich School of Medicine & Dentistry	0000-0001-9162-1686
Elzagallaai	Abdelbaset	Physiology and Pharmacology	Schulich School of Medicine & Dentistry	
Everling	Stefan	"Physiology and Pharmacology, Psychiatry, Robarts - Imaging"	Schulich School of Medicine & Dentistry	0000-0001-9714-9757
Feng	Qingping	Physiology and Pharmacology	Schulich School of Medicine & Dentistry	0000-0001-9739-2765
Grol	Matthew William	Physiology and Pharmacology	Schulich School of Medicine & Dentistry	0000-0001-6514-9066
Gros	Robert	"Physiology and Pharmacology, Robarts - Molecular Medicine"	Schulich School of Medicine & Dentistry	0000-0002-3667-8011
Haddad	Faraj	Physiology and Pharmacology	Schulich School of Medicine & Dentistry	0000-0002-6415-3909
Hess	David Andrew	"Physiology and Pharmacology, Robarts - Molecular Medicine"	Schulich School of Medicine & Dentistry	0000-0003-2186-3166
Inoue	Wataru	"Physiology and Pharmacology, Robarts - Molecular Medicine"	Schulich School of Medicine & Dentistry	0000-0002-2438-5123
Johnston	Kevin D	Physiology and Pharmacology	Schulich School of Medicine & Dentistry	0000-0001-9481-6251
Lu	Van	Physiology and Pharmacology	Schulich School of Medicine & Dentistry	0000-0002-4880-6455
Lu	Wei-Yang	"Physiology and Pharmacology, Robarts - Molecular Medicine"	Schulich School of Medicine & Dentistry	0009-0006-2208-6660
Ramachandran	Rithwik	Physiology and Pharmacology	Schulich School of Medicine & Dentistry	0000-0001-9557-9905
Rylett	Jane	"Physiology and Pharmacology, Robarts - Molecular Medicine"	Schulich School of Medicine & Dentistry	0000-0002-9158-9599
Saksida	Lisa Marie	"Physiology and Pharmacology, Robarts - Molecular Medicine"	Schulich School of Medicine & Dentistry	0000-0002-8416-8171
Schmitz	Taylor	"Physiology and Pharmacology, Robarts - Molecular Medicine"	Schulich School of Medicine & Dentistry	0000-0003-0585-7524
Seguin	Cheryle Ann	Physiology and Pharmacology	Schulich School of Medicine & Dentistry	0000-0001-6503-9107
Stathopulos	Peter Basile	Physiology and Pharmacology	Schulich School of Medicine & Dentistry	0000-0002-0536-6656
Tirona	Rommel G	Physiology and Pharmacology	Schulich School of Medicine & Dentistry	0000-0001-5455-3960
Wang	Rennian	Physiology and Pharmacology	Schulich School of Medicine & Dentistry	0000-0002-6109-5029
Watson	Andrew J.	Physiology and Pharmacology	Schulich School of Medicine & Dentistry	0000-0002-2344-3061
Welsh	Donald	"Physiology and Pharmacology, Robarts - Molecular Medicine"	Schulich School of Medicine & Dentistry	0000-0001-5174-186X
Whitwell	Robert	Physiology and Pharmacology	Schulich School of Medicine & Dentistry	
Woods	Anita	Physiology and Pharmacology	Schulich School of Medicine & Dentistry	0000-0003-3471-3159
Abdul Karim	Mustafa	Psychiatry	Schulich School of Medicine & Dentistry	0000-0001-8581-7009
Abramson	Joy Shira	Psychiatry	Schulich School of Medicine & Dentistry	0000-0002-6627-0068
Ade-Dosumu	Adedoyin	Psychiatry	Schulich School of Medicine & Dentistry	
Armstrong	Sarah	Psychiatry	Schulich School of Medicine & Dentistry	
Aulak	Jasmine	Psychiatry	Schulich School of Medicine & Dentistry	
Awani	Tuoyo G	Psychiatry	Schulich School of Medicine & Dentistry	0009-0000-6834-5783
Balousha	Samar A M	Psychiatry	Schulich School of Medicine & Dentistry	
Beletsky	Vadim	Psychiatry	Schulich School of Medicine & Dentistry	
Bhojani	Zainab	Psychiatry	Schulich School of Medicine & Dentistry	
Burhan	Amer	Psychiatry	Schulich School of Medicine & Dentistry	
Chaudhari	Sumit	Psychiatry	Schulich School of Medicine & Dentistry	
Chitpin	Jeremy Sebastian	Psychiatry	Schulich School of Medicine & Dentistry	
Chovaz	Cathy Jean	Psychiatry	Schulich School of Medicine & Dentistry	
Corrigan	Frank	Psychiatry	Schulich School of Medicine & Dentistry	
Dela Paz	Jennifer Lisette	Psychiatry	Schulich School of Medicine & Dentistry	
Dhaliwal	Arash	Psychiatry	Schulich School of Medicine & Dentistry	
Dickey	Chandlee	Psychiatry	Schulich School of Medicine & Dentistry	
Egan	Raymond R	Psychiatry	Schulich School of Medicine & Dentistry	
Ein	Natalie	Psychiatry	Schulich School of Medicine & Dentistry	
Elfakhani	Mohamad	Psychiatry	Schulich School of Medicine & Dentistry	
Elhusein	Bushra	Psychiatry	Schulich School of Medicine & Dentistry	0000-0003-0803-1138
Gajebasia	Nimanpreet Kaur	Psychiatry	Schulich School of Medicine & Dentistry	
Ganjavi	Hooman	Psychiatry	Schulich School of Medicine & Dentistry	0000-0002-7484-2011
Gilad	Royi	Psychiatry	Schulich School of Medicine & Dentistry	0000-0001-9045-3932
Gregory	Jonathan Michael	Psychiatry	Schulich School of Medicine & Dentistry	
